time_stamps	cumulative_heading_changes	avg_distance_to_closest_person	intimate_space_intrusions	personal_space_intrusions	social_space_intrusions	robot_on_person_collision	person_on_robot_collision	time_not_moving	avg_robot_linear_speed	avg_robot_angular_speed	avg_acceleration	avg_overacceleration	avg_pedestrian_velocity	avg_closest_pedestrian_velocity	social_force_on_agents	social_force_on_robot	social_work	obstacle_force_on_robot	obstacle_force_on_agents	
67.88	2.4406472221016884e-05	1.8804505806470235	0	0	1	0	0	0	0.0918070375919342	3.4559302548586857e-06	-0.0018014262119928996	-0.0021445550142772615	1.265816617012024	0.34835147857666016	0.0001452347389401044	0.0001452347389401045	0.0002638450643841284	0.0	0.00011048649598213202	
68.69	1.6812235116958618e-05	1.5302159134733913	0	0	1	0	0	1	0.007123891264200211	2.2649708625976928e-05	-0.10454709423177036	-0.12907048670588933	1.152238929271698	1.4636123180389404	0.007430372497023742	0.007430372497023744	0.014572424085767668	0.0	0.0004334192096848259	
69.52	2.1055806428194046e-05	0.5547221077355933	0	1	0	0	0	0	0.09289281815290451	5.3763502364745364e-05	0.10333605649241483	0.1245012728824275	1.0766202092170716	1.379558801651001	0.039191773311438256	0.03919177331143829	0.07791091330462901	0.0	0.05050559092077389	
70.27	1.3819197192788124e-05	0.30636263043249845	1	0	0	0	0	1	0.00898379273712635	3.6895926314173266e-05	-0.11187870055437088	-0.14917160073916116	0.9675357103347778	1.3167777061462402	0.07713770322046747	0.07713770322046748	0.15383648328028193	0.0	0.21634533010041107	
71.06	1.978222280740738e-05	0.8626270249325565	0	1	0	0	0	1	0.0032944674603641033	-5.137010884936899e-05	-0.007201677565521832	-0.009116047551293457	1.2467285513877868	1.1553359031677246	0.13378016525000472	0.13378016525000472	0.26645280295103924	0.0	0.01343250623369136	
71.87	1.7675338312983513e-05	0.6957274922644605	0	1	0	0	0	1	0.00964055210351944	2.6889974833466113e-05	0.007834672398957205	0.009672435060440993	1.0395268589258193	1.4884012937545776	0.36591560308716103	0.3659156030871613	0.7230174905516844	0.0	0.029706643098086755	
72.7	1.880992203950882e-05	0.0	1	0	0	1	0	1	0.0038933244068175554	-3.056655259570107e-05	-0.006924370718917933	-0.00834261532399751	1.0917844951152802	0.3931959569454193	0.6048390125399521	0.604839012539952	1.2033944582110336	0.0	1.6128809233135928	
73.57	2.095126546919346e-05	0.04289517633440976	1	0	0	0	0	1	0.009045164100825787	1.3369223779591266e-05	0.0059216548206991165	0.00680649979390703	1.1904493570327759	0.8526817560195923	0.4310821121909592	0.4310821121909597	0.8597011989333603	0.0	0.7662259298461903	
74.41	1.5440862625837326e-05	0.28867036344611585	1	0	0	0	0	1	0.006999214645475149	4.7967514547053725e-05	-0.002435654113512664	-0.002899588230372219	1.2691116690635682	1.3656278848648071	0.05932336842724672	0.05932336842724676	0.11859664863058916	0.0	0.19688372587287528	
75.25	2.1298415958881378e-05	0.5834515999332572	0	1	0	0	0	0	0.010036115534603596	3.428743366384879e-05	0.003615358201343389	0.00430399785874213	1.3417712330818177	0.7441644072532654	0.08014252331658893	0.08014252331658893	0.15536636408969456	0.0	0.04200561419956606	
76.09	1.9419938325881958e-05	0.0	1	0	0	0	1	1	0.003817519638687372	2.823053546308074e-05	-0.007403090352281219	-0.008813202800334785	1.2283880680799484	0.24714551866054535	0.2167074809225376	0.2167074809225376	0.42477482356150703	0.0	1.6680325883949387	
76.9	1.5835510566830635e-05	0.0	1	0	0	0	1	1	0.002519257366657257	-1.5009100934548769e-05	-0.0016027929284322408	-0.0019787567017681986	1.3148954510688782	0.5847769379615784	0.23556876745700447	0.23556876745700434	0.46953914132594676	0.0	1.0045447777860512	
77.77	2.2825319319963455e-05	0.20518478619060787	1	0	0	0	0	1	0.009856010787189007	2.2791848095948808e-05	0.008433049908657184	0.009693160814548487	1.3206984043121337	1.3269811868667603	0.551015557050024	0.5510155570500236	1.1011603486531123	0.0	0.3570327709759361	
78.59	1.5842728316783905e-05	0.8611023716339568	0	1	0	0	0	1	0.00898379273712635	3.68881446775049e-05	-0.001063680548856898	-0.0012971714010449977	1.4270288944244385	1.3841642141342163	0.08760940824226003	0.08760940824225998	0.17517807875350577	0.0	0.011828493457958979	
79.39	2.0009465515613556e-05	1.7382886429480133	0	0	1	0	0	1	0.005032167304307222	2.1750764062744565e-05	-0.00493953179102391	-0.0061744147387798876	1.4382050514221192	1.375285267829895	0.019372742224982392	0.019372742224982392	0.03874154907887281	0.0	0.00013148755460786778	
80.24	1.9105151295661926e-05	1.8205567266602767	0	0	1	0	0	1	0.0029469551518559456	4.287533738533966e-05	-0.0024531907675897375	-0.0028861067853996913	1.294797134399414	1.494789958000183	7.253970157648108e-06	7.253970157648092e-06	1.4501667952458046e-05	0.0	8.581187198674069e-05	
